ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
450	СТИХ	СОБЛАЗН	Инструкция	1981	М	Сергий	Святой	4	340	0,80
451	СТИХ	СОБЛАЗН	Ода одежде	1977	М	Зайцев Вяческав	Модельер	4	83	0,94
452	СТИХ	СОБЛАЗН	Перед ремонтом	1986	М	Филатов Леонид Алексеевич	Актер	4	123	0,77
453	СТИХ	СОБЛАЗН	Перед ремонтом	1986	М	Христос Иисус	Библейский персонаж	4	123	0,77
454	СТИХ	СОБЛАЗН	Долг	1976	М	Дрожжин Спиридон Дмитриевич	Поэт	4	130	0,82
455	СТИХ	СОБЛАЗН	Долг	1976	М	Иван IV Васильевич (Грозный)	Историческая личность	4	130	0,82
456	СТИХ	СОБЛАЗН	Долг	1976	М	Наполеон Бонапарт	Историческая личность	4	130	0,82
457	СТИХ	СОБЛАЗН	Долг	1976	М	Чингисхан	Военный деятель	4	130	0,82
458	СТИХ	СОБЛАЗН	Долг	1976	М	Шекспир Уильям	Драматург	4	130	0,82
459	СТИХ	СОБЛАЗН	Мальвина	1972	Ж	Амин Хафизулла	Политический деятель	4	503	0,73
460	СТИХ	СОБЛАЗН	Мальвина	1972	М	Иванов Иван Иванович	Лирический персонаж	4	503	0,73
461	СТИХ	СОБЛАЗН	Мальвина	1972	М	Малинин Александр Николаевич	Певец	4	503	0,73
462	СТИХ	СОБЛАЗН	Мальвина	1972	Ж	Мальвина	Литературный персонаж	14	503	0,73
463	СТИХ	СОБЛАЗН	Мальвина	1972	Ж	Мальвинин	Лирический персонаж	4	503	0,73
464	СТИХ	СОБЛАЗН	Мальвина	1972	М	Рембо Артюр	Поэт	4	503	0,73
465	СТИХ	СОБЛАЗН	Мальвина	1972	М	Ренуар Пьер Огюст	Художник	4	503	0,73
466	СТИХ	СОБЛАЗН	Мальвина	1972	М	Сталин Иосиф Виссарионович	Историческая личность	4	503	0,73
467	СТИХ	СОБЛАЗН	Бойни перед сносом	1971	М	Ио	Мифологический персонаж	4	647	0,68
468	СТИХ	СОБЛАЗН	Бойни перед сносом	1971	М	Петр I Алексеевич	Историческая личность	4	647	0,68
469	СТИХ	СОБЛАЗН	Бойни перед сносом	1971	Ж	Суламифь	Библейский персонаж	4	647	0,68
470	СТИХ	СОБЛАЗН	Бойни перед сносом	1971	М	Зевс	Мифологический персонаж	4	647	0,68
471	СТИХ	СОБЛАЗН	Черные верблюды	1971	М	Утемисов Махамбет	Поэт	3	104	0,64
472	СТИХ	СОБЛАЗН	Вслепую	1971	М	Макбет	Литературный персонаж	4	189	0,75
473	СТИХ	СОБЛАЗН	Свеча	1971	Ж	Богуславская Зоя Борисовна	Писатель	2	50	0,86
474	СТИХ	СОБЛАЗН	"""Увижу ли, как лес сквозит..."""	1971	М	Дементьев Андрей Дмитриевич	Поэт	4	60	0,87
475	СТИХ	СОБЛАЗН	"""Увижу ли, как лес сквозит..."""	1971	М	Есенин Сергей Александрович	Поэт	4	60	0,87
476	СТИХ	СОБЛАЗН	Обсерватория	1975	М	Цезарь Гай Юлий	Историческая личность	4	73	0,78
477	СТИХ	СОБЛАЗН	Новая Лебедя	1975	М	Пилат Понтий	Библейский персонаж	4	137	0,80
478	СТИХ	СОБЛАЗН	P. S.	1975	М	Моисей	Библейский персонаж	4	20	0,87
479	ПОЭМА	СОБЛАЗН	Лед-69	1969	Ж	Попова Светлана	Студент	2	1489	0,57
480	ПОЭМА	СОБЛАЗН	Лед-69	1969	Ж	Монро Мэрлин	Актер	4	1489	0,57
481	ПОЭМА	СОБЛАЗН	Лед-69	1969	М	Тристан	Литературный персонаж	4	1489	0,57
482	ПОЭМА	СОБЛАЗН	Лед-69	1969	Ж	Изольда	Литературный персонаж	4	1489	0,57
483	ПОЭМА	СОБЛАЗН	Лед-69	1969	М	Ной	Библейский персонаж	4	1489	0,57
484	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Римская распродажа	1977	М	Кипренский Орест Адамович	Художник	4	76	0,85
485	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Римская распродажа	1977	М	Пушкин Александр Сергеевич	Поэт	4	76	0,85
486	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Пейзаж с озером	1977	М	Щедрин Сильвестр Феодосиевич	Художник	4	194	0,76
487	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Книжный бум	1977	Ж	Ахматова Анна Андреевна	Поэт	4	91	0,82
488	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Книжный бум	1977	М	Журавлёв Василий Андреевич	Поэт	4	91	0,82
489	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Книжный бум	1977	М	Пастернак Борис Леонидович	Поэт, писатель	4	91	0,82
490	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	М	Бакунин Михаил Александрович	Революционер	4	113	0,85
491	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	М	Бальмонт Константин Дмитриевич	Поэт	4	113	0,85
492	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	М	Вий	Литературный персонаж	4	113	0,85
493	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	М	Северянин Игорь Васильевич	Поэт	4	113	0,85
494	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	Ж	Северянина-Коренди Вера	Муза	2	113	0,85
495	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рукопись	1977	М	Толстой Лев Николаевич	Писатель	4	113	0,85
496	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	"""Я год не виделся с тобою..."""	1977	М	Ной	Библейский персонаж	4	83	0,55
497	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	"""Для всех - вне звезд, вне митр..."""	1989	М	Дмитриевич Андрей	Учёный	4	36	0,91
498	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Месса-04	1977	М	Бах Иоганн Себастьян	Композитор	4	129	0,87
499	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Грех («Я  не стремлюсь лидировать…»)	1977	Ж	Керн Анна Петровна	Историческая личность	4	0,746124031007752	0,75
500	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Грех («Я  не стремлюсь лидировать…»)	1977	М	Прометей	Мифологический персонаж	4	0,746124031007752	0,75
501	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Грех («Я  не стремлюсь лидировать…»)	1977	М	Грек Феофан	Художник	4	0,746124031007752	0,75
502	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Е. W.	1977	М	Воронцова Елизавета Ксаверьевна	Историческая личность	1	70	0,80
503	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	"""Когда написал он Вяземскому..."""	1977	М	Блок Александр Александрович	Поэт	4	111	0,80
504	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	"""Когда написал он Вяземскому..."""	1977	М	Вяземский Пётр Андреевич	Поэт	4	111	0,80
505	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Аннабел Ли	1980	М	Грасс Гюнтер	Поэт, писатель	4	96	0,76
506	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Аннабел Ли	1980	Ж	Аннабел Ли	Литературный персонаж	14	96	0,76
507	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Травматологическая больница	1977	М	Заратустра	Литературный персонаж	4	161	0,73
508	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Рентгеноснимок	1978	М	Смит Уильям Джей	Поэт	3	170	0,84
509	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Гонзаго Пьетро ди Готтардо	Художник	4	411	0,71
510	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Иешуа	Библейский персонаж	4	411	0,71
511	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Каин	Библейский персонаж	4	411	0,71
512	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Петр I Алексеевич	Историческая личность	4	411	0,71
513	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Сизиф	Мифологический персонаж	4	411	0,71
514	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Автолитография	1977	М	Раушенберг Роберт	Художник	4	411	0,71
515	СТИХ	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Никогда	1978	М	Смит Уильям Джей	Поэт	3	37	0,82
516	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Берия Лаврентий Павлович	Политический деятель	4	1408	0,64
517	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Брежнев Леонид Ильич	Политический деятель	4	1408	0,64
518	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Бриттен Бенджамин	Композитор	4	1408	0,64
519	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Блок Александр Александрович	Поэт	4	1408	0,64
520	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Гагарин Юрий Алексеевич	Авиация и космонавтика	4	1408	0,64
521	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Августин Аврелий (бл. Августин)	Философ	4	1408	0,64
522	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Дали Эльвира (Гала)	Муза	4	1408	0,64
523	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Гостаки	Коллекционер	4	1408	0,64
524	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Дали Сальвадор	Художник	4	1408	0,64
525	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Ельцин Борис Николаевич	Политический деятель	4	1408	0,64
526	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Есенин Сергей Александрович	Поэт	4	1408	0,64
527	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Кеннеди Жаклин	Общественный деятель	4	1408	0,64
528	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Зыкина Людмила Георгиевна	Певец	4	1408	0,64
529	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Зайцев Вячеслав	Модельер	4	1408	0,64
530	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	К. Р. (Великий князь Константин Константинович)	Поэт	4	1408	0,64
531	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Лютер Мартин	Реформатор	4	1408	0,64
532	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Ной	Библейский персонаж	4	1408	0,64
533	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Крик Беня	Лирический персонаж	4	1408	0,64
534	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	капитан Лебядкин	Литературный персонаж	4	1408	0,64
535	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Лермонтов Михаил Юрьевич	Поэт	4	1408	0,64
536	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Лютер Мартин	Реформатор	4	1408	0,64
537	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Маяковский Владимир Владимирович	Поэт	4	1408	0,64
538	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Мачадо Антонио	Поэт	4	1408	0,64
539	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Наполеон Бонапарт	Историческая личность	4	1408	0,64
540	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Эрдман Николай Робертович	Драматург	4	1408	0,64
541	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Пушкин Александр Сергеевич	Поэт	4	1408	0,64
542	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Пастернак Борис Леонидович	Поэт, писатель	4	1408	0,64
543	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Шехерезада	Литературный персонаж	4	1408	0,64
544	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Чайковский Пётр Ильич	Композитор	4	1408	0,64
545	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Несметна	Фольклорный персонаж	4	1408	0,64
546	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Робеспьер	Революционер	4	1408	0,64
547	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Рюрик	Историческая личность	4	1408	0,64
548	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Сервантес Мигель де	Писатель	4	1408	0,64
549	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Стоянов Пётр	Политический деятель	4	1408	0,64
550	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Толстой Лев Николаевич	Писатель	4	1408	0,64
551	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Тышлер	Художник	4	1408	0,64
552	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Шагал Марк Захарович	Художник	4	1408	0,64
553	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Япончик	Авантюристы, криминал	4	1408	0,64
554	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Заикин	Литературный персонаж	4	1408	0,64
555	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Заратустра	Литературный персонаж	4	1408	0,64
556	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	Мавроди Сергей Пантелеевич	Бизнес	4	1408	0,64
557	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	Ж	Старовойтова Галина Васильевна	Политический деятель	4	1408	0,64
558	ПОЭМА	ТАКОЕ ЖЕ - И ВСЕ ДРУГОЕ	Берегите заик!	1999	М	арх. Гавриил	Библейский персонаж	4	1408	0,64
559	СТИХ	ГАДАНИЕ ПО КНИГЕ	Распусти волосы	1991	М	Гребенщиков Борис Борисович	Музыкант, поэт	4	142	0,82
560	СТИХ	ГАДАНИЕ ПО КНИГЕ	Шло убийство	1992	Ж	Измайлова Катерина	Литературный персонаж	4	210	0,79
561	СТИХ	ГАДАНИЕ ПО КНИГЕ	Шло убийство	1992	М	Леннон Джон	Музыкант	4	210	0,79
562	СТИХ	ГАДАНИЕ ПО КНИГЕ	Шло убийство	1992	Ж	Леско Манон	Литературный персонаж	4	210	0,79
563	СТИХ	ГАДАНИЕ ПО КНИГЕ	Искушение	1995	М	Августин Аврелий (бл. Августин)	Философ	4	209	0,26
564	СТИХ	ГАДАНИЕ ПО КНИГЕ	Искушение	1995	М	Додин Лев Абрамович	Режиссер	2	209	0,26
565	СТИХ	ГАДАНИЕ ПО КНИГЕ	Искушение	1995	М	Кихот Дон	Литературный персонаж	4	209	0,26
566	СТИХ	ГАДАНИЕ ПО КНИГЕ	Искушение	1995	М	Христос Иисус	Библейский персонаж	4	209	0,26
567	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мальчик стекол	1992	М	Рокфеллер Джон Дэвисон	Бизнес	4	96	0,84
568	СТИХ	ГАДАНИЕ ПО КНИГЕ	"Исповедь ""сырихи"""	1992	Ж	Мадонна	Библейский персонаж	4	251	0,80
569	СТИХ	ГАДАНИЕ ПО КНИГЕ	"Исповедь ""сырихи"""	1992	М	Рихтер Святослав Теодорович	Музыкант	4	251	0,80
570	СТИХ	ГАДАНИЕ ПО КНИГЕ	Лиза ОМОНА	1993	Ж	Мона Лиза	Художественный персонаж	14	115	0,83
571	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	М	Дали Сальвадор	Художник	4	127	0,88
572	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	М	Чайковский Пётр Ильич	Композитор	4	127	0,88
573	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	М	К. Р. (Великий князь Константин Константинович)	Поэт	4	127	0,88
574	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	Ж	Джоконда	Художественный персонаж	4	127	0,88
575	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	М	Робеспьер	Революционер	4	127	0,88
576	СТИХ	ГАДАНИЕ ПО КНИГЕ	Секс-контры	1993	М	Сервантес Мигель де	Писатель	4	127	0,88
577	СТИХ	ГАДАНИЕ ПО КНИГЕ	Черные простыни	1993	М	Малевич Казимир Северинович	Художник	4	95	0,90
578	СТИХ	ГАДАНИЕ ПО КНИГЕ	"""На место Сахарова лег..."""	1994	М	Сахаров Андрей Дмитриевич	Учёный	4	12	0,97
579	СТИХ	ГАДАНИЕ ПО КНИГЕ	"""На место Сахарова лег..."""	1994	М	Холодов Дмитрий Юрьевич	Журналист	2	12	0,97
580	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мы - ямы	1993	М	Карякин Юрий Федорович	Литературный деятель	2	127	0,81
581	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мы - ямы	1993	М	Блок Александр Александрович	Поэт	4	127	0,81
582	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мы - ямы	1993	М	Христос Иисус	Библейский персонаж	4	127	0,81
583	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мы - ямы	1993	М	Янус	Мифологический персонаж	4	127	0,81
584	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мы - ямы	1993	Ж	Саммер Донна	Певец	4	127	0,81
585	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Миро Жоан	Художник	4	396	0,71
586	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Отрепьев	Лирический персонаж	4	396	0,71
587	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Петров Рэм Степанович	Лирический персонаж	4	396	0,71
588	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Распутин	Историческая личность	4	396	0,71
589	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Синьяк Поль	Художник	4	396	0,71
590	СТИХ	ГАДАНИЕ ПО КНИГЕ	Репейник Империи	1992	М	Шадр	Скульптор	4	396	0,71
591	СТИХ	ГАДАНИЕ ПО КНИГЕ	Русская песня	1993	М	Бергсон Анри	Философ	4	166	0,79
592	СТИХ	ГАДАНИЕ ПО КНИГЕ	Я - money	1992	М	Эдуард	Художник	4	33	0,84
593	СТИХ	ГАДАНИЕ ПО КНИГЕ	"""Когда совсем уж плохо..."""	1993	М	Блок Александр Александрович	Поэт	4	30	0,93
594	СТИХ	ГАДАНИЕ ПО КНИГЕ	"""Пальцы твоей ступни, уменьшающиеся, как слоники..."" ….."	1992	М	Наполеон Бонапарт	Историческая личность	4	95	0,83
595	СТИХ	ГАДАНИЕ ПО КНИГЕ	Эфирные стансы	1994	М	Костя	Лирический персонаж	4	214	0,69
596	СТИХ	ГАДАНИЕ ПО КНИГЕ	Эфирные стансы	1994	Ж	Нефертити	Историческая личность	4	214	0,69
597	СТИХ	ГАДАНИЕ ПО КНИГЕ	Эфирные стансы	1994	М	Фрейд Зигмунд	Психоаналитик	4	214	0,69
598	СТИХ	ГАДАНИЕ ПО КНИГЕ	Эфирные стансы	1994	М	Христос Иисус	Библейский персонаж	4	214	0,69
599	СТИХ	ГАДАНИЕ ПО КНИГЕ	Эфирные стансы	1994	Ж	Эсфирь	Библейский персонаж	4	214	0,69
600	СТИХ	ГАДАНИЕ ПО КНИГЕ	Зевака	1994	М	Живаго Юрий Андреевич	Литературный персонаж	4	107	0,82
601	СТИХ	ГАДАНИЕ ПО КНИГЕ	Переход	1993	М	Хичкок Альфред	Режиссер	4	414	0,69
602	СТИХ	ГАДАНИЕ ПО КНИГЕ	Переход	1993	М	Геродот	Историк	4	414	0,69
603	СТИХ	ГАДАНИЕ ПО КНИГЕ	Путешествие из Ленинграда в Петербург	1994	М	Петр I Алексеевич	Историческая личность	4	533	0,70
604	СТИХ	ГАДАНИЕ ПО КНИГЕ	Путешествие из Ленинграда в Петербург	1994	М	Ростропович Мстислав Леопольдович	Музыкант	4	533	0,70
605	СТИХ	ГАДАНИЕ ПО КНИГЕ	Путешествие из Ленинграда в Петербург	1994	М	Онегин Евгений	Литературный персонаж	4	533	0,70
606	СТИХ	ГАДАНИЕ ПО КНИГЕ	Путешествие из Ленинграда в Петербург	1994	М	Пушкин Александр Сергеевич	Поэт	4	533	0,70
607	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	М	Гребенщиков Борис Борисович	Музыкант, поэт	4	192	0,79
608	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	М	Достоевский Фёдор Михайлович	Писатель	4	192	0,79
609	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	М	Кабаков Илья Иосифович	Художник	4	192	0,79
610	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	Ж	Лорен София	Актер	4	192	0,79
611	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	М	Макаревич Андрей Вадимович	Музыкант	4	192	0,79
612	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	М	Малевич Казимир Северинович	Художник	4	192	0,79
613	СТИХ	ГАДАНИЕ ПО КНИГЕ	Two-sovka	1994	Ж	Софка	Лирический персонаж	4	192	0,79
614	СТИХ	ГАДАНИЕ ПО КНИГЕ	"""От Генриха Сапгира..."""	1993	М	Сапгир Генрих Вениаминович	Поэт	14	14	0,89
615	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мумии мысли	1993	М	Ромео	Литературный персонаж	4	146	0,82
616	СТИХ	ГАДАНИЕ ПО КНИГЕ	Мумии мысли	1993	Ж	Джульетта	Литературный персонаж	4	146	0,82
617	СТИХ	ГАДАНИЕ ПО КНИГЕ	Демгородок	1992	М	Моцарт Вольфганг Амадей	Композитор	4	95	0,83
618	СТИХ	ГАДАНИЕ ПО КНИГЕ	Звезда по имени поэта	1980	М	Гумилев Николай Степанович	Поэт	4	41	0,89
619	СТИХ	ГАДАНИЕ ПО КНИГЕ	Реформа в литературе	1992	Ж	Ника	Мифологический персонаж	4	65	0,87
620	СТИХ	ГАДАНИЕ ПО КНИГЕ	Реформа в литературе	1992	М	Гитлер Адольф	Историческая личность	4	65	0,87
621	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Белый Андрей (Бугаев Борис Николаевич)	Поэт, писатель	4	2239	0,64
622	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Иванушка International	Музыкант	4	2239	0,64
623	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Мандельштам Осип Эмильевич	Поэт	4	2239	0,64
624	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	Ж	Настасья Филипповна	Литературный персонаж	4	2239	0,64
625	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Нуреев Рудольф Хамитович	Балет	4	2239	0,64
626	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Варрава	Библейский персонаж	4	2239	0,64
627	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Аристофан	Драматург	4	2239	0,64
628	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Клинтон Уильям Джефферсон	Политический деятель	4	2239	0,64
629	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	Ж	Левински Моника Сэмюэль	Общественный деятель	4	2239	0,64
630	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Старр Кеннет Уинстон	Лирический персонаж	4	2239	0,64
631	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Брежнев Леонид Ильич	Политический деятель	4	2239	0,64
632	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Иуда Искариот	Библейский персонаж	4	2239	0,64
633	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Клинтон Уильям Джефферсон	Политический деятель	4	2239	0,64
634	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Старр Кеннет Уинстон	Лирический персонаж	4	2239	0,64
635	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Христос Иисус	Библейский персонаж	4	2239	0,64
636	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	Ж	Неталла Борисовна (Пугачева Алла Борисовна) 	Лирический персонаж	4	2239	0,64
637	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Аристофан	Драматург	4	2239	0,64
638	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Августин Аврелий (бл. Августин)	Философ	4	2239	0,64
639	ДРАМА	ГАДАНИЕ ПО КНИГЕ	Жуткий Крайзис Супер Стар	1999	М	Лука	Библейский персонаж	4	2239	0,64
