ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
1882	ПРОЗА	ДЕВОЧКА С ПИРСИНГОМ	ЗАЛОЖНИК НАДЕЖДЫ	2000	М	Хрущев Никита Сергеевич	Политический деятель	4	1244	0,66
1883	ПРОЗА	ДЕВОЧКА С ПИРСИНГОМ	ЗАЛОЖНИК НАДЕЖДЫ	2000	М	Церетели Зураб Константинович	Художник, скульптор	4	1244	0,66
1884	ПРОЗА	ДЕВОЧКА С ПИРСИНГОМ	ЗАЛОЖНИК НАДЕЖДЫ	2000	М	Шагал Марк Захарович	Художник	4	1244	0,66
1885	ПРОЗА	ДЕВОЧКА С ПИРСИНГОМ	ЗАЛОЖНИК НАДЕЖДЫ	2000	М	Яковлев Александр Николаевич	Политический деятель	4	1244	0,66
1886	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Арагон Луи	Поэт, писатель	4	4850	0,56
1887	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Ахматова Анна Андреевна	Поэт	4	4850	0,56
1888	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Аксенов Василий Павлович	Писатель	4	4850	0,56
1889	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Бальмонт Константин Дмитриевич	Поэт	4	4850	0,56
1890	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Барышников Михаил Николаевич	Балет	4	4850	0,56
1891	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Берберова Нина Николаевна	Писатель	4	4850	0,56
1892	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Блок Александр Александрович	Поэт	4	4850	0,56
1893	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Бодлер Шарль	Поэт	4	4850	0,56
1894	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Брик Лиля Юрьевна	Муза	4	4850	0,56
1895	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Бродский Иосиф Александрович	Поэт	4	4850	0,56
1896	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Будберг Мура	Авантюристы, криминал	4	4850	0,56
1897	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Бурлюк Давид Давидович	Поэт, художник	4	4850	0,56
1898	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Гладилин Анатолий Тихонович	Писатель	4	4850	0,56
1899	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Гончарова Наталья Николаевна	Муза	4	4850	0,56
1900	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Горький Максим	Писатель	4	4850	0,56
1901	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Гумилев Николай Степанович	Поэт	4	4850	0,56
1902	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Гуттузо Ренато	Художник	4	4850	0,56
1903	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Дали Сальвадор	Художник	4	4850	0,56
1904	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Дункан Айседора	Танцовщица	4	4850	0,56
1905	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Есенин Сергей Александрович	Поэт	4	4850	0,56
1906	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Ивинская Ольга Всеволодовна	Муза	4	4850	0,56
1907	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Катанян Василий Абгарович	Литературный деятель	4	4850	0,56
1908	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Керенский Александр Фёдорович	Политический деятель	4	4850	0,56
1909	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Кирсанов Семён Исаакович	Поэт	4	4850	0,56
1910	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Кузмин Михаил Алексеевич	Поэт	4	4850	0,56
1911	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Ленин Владимир Ильич	Революционер	4	4850	0,56
1912	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Локкарт Роберт Брюс	Разведчик	4	4850	0,56
1913	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Макарова Наталья Романовна	Танцовщица	4	4850	0,56
1914	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Максимов Владимир Емельянович	Писатель	4	4850	0,56
1915	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Мандельштам Надежда Яковлевна	Писатель	4	4850	0,56
1916	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Мандельштам Осип Эмильевич	Поэт	4	4850	0,56
1917	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Марцотто Мариолина	Представитель аристократии	4	4850	0,56
1918	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Марцотто Марта	Литературный деятель	4	4850	0,56
1919	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Маяковский Владимир Владимирович	Поэт	4	4850	0,56
1920	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Медведев Феликс Николаевич	Журналист	4	4850	0,56
1921	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Меньшиков Олег Евгеньевич	Актер	4	4850	0,56
1922	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Меньшутин Андрей	Литературный деятель	4	4850	0,56
1923	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Мишо Анри	Поэт, художник	4	4850	0,56
1924	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Набоков Владимир Владимирович	Писатель	4	4850	0,56
1925	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Некрасов Виктор Платонович	Писатель	4	4850	0,56
1926	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Параджанов Сергей Иосифович	Режиссер	4	4850	0,56
1927	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Пастернак Борис Леонидович	Поэт, писатель	4	4850	0,56
1928	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Пастернак Наталья Александровна	Хранитель музея	4	4850	0,56
1929	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Петерс Яков Христофорович	Политический деятель	4	4850	0,56
1930	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Пикассо Жаклин	Муза	4	4850	0,56
1931	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Плисецкая Майя Михайловна	Балет	4	4850	0,56
1932	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	По Эдгар Аллан	Писатель	4	4850	0,56
1933	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Помпиду Жорж Жан	Историческая личность	4	4850	0,56
1934	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Пушкин Александр Сергеевич	Поэт	4	4850	0,56
1935	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Редгрейв Ванесса	Актер	4	4850	0,56
1936	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Риста Жан	Поэт	4	4850	0,56
1937	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Розанова Мария Васильевна	Литературный деятель	4	4850	0,56
1938	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Романов Никола	Представитель аристократии	4	4850	0,56
1939	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Романов Никита	Представитель аристократии	4	4850	0,56
1940	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Сартр Жан-Поль	Философ	4	4850	0,56
1941	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Синявский Андрей Донатович	Писатель	4	4850	0,56
1942	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Соснора Виктор Александрович	Поэт	4	4850	0,56
1943	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Сталин Иосиф Виссарионович	Историческая личность	4	4850	0,56
1944	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Троцкий Лев Давидович	Революционер	4	4850	0,56
1945	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Уэллс Герберт Джордж	Писатель	4	4850	0,56
1946	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Федин Константин Александрович	Писатель	4	4850	0,56
1947	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Фриу Клод	Писатель	4	4850	0,56
1948	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Хемингуэй Эрнест Миллер	Писатель	4	4850	0,56
1949	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Ходасевич Владислав Фелицианович	Поэт	4	4850	0,56
1950	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Хрущев Никита Сергеевич	Политический деятель	4	4850	0,56
1951	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Шмаков Геннадий Викторович	Литературный деятель	4	4850	0,56
1952	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Щедрин Родион Константинович	Композитор	4	4850	0,56
1953	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	М	Эммануэль Пьер	Писатель	4	4850	0,56
1954	ПРОЗА	НА ВИРТУАЛЬНОМ ВЕТРУ	СУДЬБАБЫ	1998	Ж	Яковлева Татьяна Владимировна	Литературный деятель	4	4850	0,56
